kepler_name,koi_disposition,koi_vet_stat,koi_datalink_dvs,koi_vet_date
,CANDIDATE,Active,005/005856/005856571/dv/kplr005856571-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,005/005796/005796186/dv/kplr005796186-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,005/005471/005471068/dv/kplr005471068-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005471/005471192/dv/kplr005471192-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005471/005471217/dv/kplr005471217-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005471/005471769/dv/kplr005471769-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005471/005471770/dv/kplr005471770-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005556/005556804/dv/kplr005556804-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005597/005597970/dv/kplr005597970-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004459/004459068/dv/kplr004459068-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004464/004464394/dv/kplr004464394-003-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,004/004547/004547480/dv/kplr004547480-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004739/004739229/dv/kplr004739229-001-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,004/004739/004739229/dv/kplr004739229-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,008/008620/008620565/dv/kplr008620565-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,004/004740/004740676/dv/kplr004740676-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004742/004742420/dv/kplr004742420-001-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,009/009655/009655711/dv/kplr009655711-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009727/009727765/dv/kplr009727765-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,009/009767/009767392/dv/kplr009767392-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009774/009774400/dv/kplr009774400-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009839/009839081/dv/kplr009839081-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009974/009974142/dv/kplr009974142-005-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,009/009974/009974142/dv/kplr009974142-006-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,010/010163/010163066/dv/kplr010163066-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,009/009008/009008103/dv/kplr009008103-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,008/008780/008780959/dv/kplr008780959-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008780/008780959/dv/kplr008780959-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007429/007429287/dv/kplr007429287-005-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,011/011296/011296045/dv/kplr011296045-001-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,006/006592/006592335/dv/kplr006592335-001-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,005/005951/005951416/dv/kplr005951416-001-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,005/005769/005769810/dv/kplr005769810-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005643/005643492/dv/kplr005643492-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005795/005795648/dv/kplr005795648-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005961/005961350/dv/kplr005961350-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010340/010340423/dv/kplr010340423-003-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,005/005979/005979863/dv/kplr005979863-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006117/006117415/dv/kplr006117415-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006128/006128027/dv/kplr006128027-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006146/006146418/dv/kplr006146418-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004742/004742420/dv/kplr004742420-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,004/004826/004826439/dv/kplr004826439-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004933/004933476/dv/kplr004933476-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004990/004990977/dv/kplr004990977-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005034/005034333/dv/kplr005034333-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005039/005039441/dv/kplr005039441-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005121/005121173/dv/kplr005121173-001-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,005/005306/005306984/dv/kplr005306984-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,010/010198/010198662/dv/kplr010198662-004-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,010/010198/010198662/dv/kplr010198662-005-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,004/004157/004157325/dv/kplr004157325-004-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010200/010200627/dv/kplr010200627-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010219/010219361/dv/kplr010219361-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,010/010228/010228942/dv/kplr010228942-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010341/010341878/dv/kplr010341878-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010357/010357831/dv/kplr010357831-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008332/008332521/dv/kplr008332521-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006150/006150977/dv/kplr006150977-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006182/006182019/dv/kplr006182019-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006191/006191945/dv/kplr006191945-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006209/006209347/dv/kplr006209347-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006268/006268722/dv/kplr006268722-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006301/006301030/dv/kplr006301030-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010480/010480982/dv/kplr010480982-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006606/006606934/dv/kplr006606934-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010964/010964440/dv/kplr010964440-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,005/005385/005385548/dv/kplr005385548-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005385/005385778/dv/kplr005385778-001-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,005/005428/005428657/dv/kplr005428657-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005471/005471617/dv/kplr005471617-001-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,005/005471/005471617/dv/kplr005471617-003-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,005/005629/005629353/dv/kplr005629353-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005629/005629353/dv/kplr005629353-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010363/010363233/dv/kplr010363233-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,010/010385/010385682/dv/kplr010385682-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010414/010414727/dv/kplr010414727-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,010/010414/010414727/dv/kplr010414727-003-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,010/010483/010483644/dv/kplr010483644-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004736/004736569/dv/kplr004736569-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010601/010601549/dv/kplr010601549-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010614/010614158/dv/kplr010614158-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008505/008505215/dv/kplr008505215-001-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,010/010662/010662202/dv/kplr010662202-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009008/009008103/dv/kplr009008103-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006614/006614926/dv/kplr006614926-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006628/006628237/dv/kplr006628237-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006694/006694186/dv/kplr006694186-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006934/006934587/dv/kplr006934587-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007219/007219906/dv/kplr007219906-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007257/007257373/dv/kplr007257373-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007295/007295570/dv/kplr007295570-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007362/007362852/dv/kplr007362852-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005629/005629353/dv/kplr005629353-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005641/005641294/dv/kplr005641294-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,005/005738/005738698/dv/kplr005738698-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004078/004078157/dv/kplr004078157-003-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,005/005768/005768927/dv/kplr005768927-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005814/005814635/dv/kplr005814635-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005816/005816144/dv/kplr005816144-001-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,005/005816/005816144/dv/kplr005816144-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,010/010717/010717220/dv/kplr010717220-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010728/010728219/dv/kplr010728219-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010735/010735988/dv/kplr010735988-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010971/010971944/dv/kplr010971944-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,010/010973/010973583/dv/kplr010973583-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010989/010989274/dv/kplr010989274-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011099/011099351/dv/kplr011099351-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011147/011147460/dv/kplr011147460-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010662/010662202/dv/kplr010662202-003-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,011/011607/011607193/dv/kplr011607193-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010743/010743597/dv/kplr010743597-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004247/004247991/dv/kplr004247991-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011968/011968463/dv/kplr011968463-006-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011968/011968463/dv/kplr011968463-006-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,011/011074/011074835/dv/kplr011074835-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,009/009008/009008737/dv/kplr009008737-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007373/007373877/dv/kplr007373877-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,005/005792/005792202/dv/kplr005792202-004-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007436/007436177/dv/kplr007436177-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007537/007537945/dv/kplr007537945-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007624/007624297/dv/kplr007624297-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007695/007695093/dv/kplr007695093-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007749/007749318/dv/kplr007749318-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007777/007777397/dv/kplr007777397-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005817/005817566/dv/kplr005817566-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005952/005952403/dv/kplr005952403-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006032/006032730/dv/kplr006032730-003-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,006/006116/006116172/dv/kplr006116172-003-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,006/006116/006116172/dv/kplr006116172-004-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,006/006116/006116172/dv/kplr006116172-005-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,004/004150/004150539/dv/kplr004150539-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006182/006182093/dv/kplr006182093-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,009/009839/009839821/dv/kplr009839821-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,011/011252/011252617/dv/kplr011252617-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011252/011252617/dv/kplr011252617-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011296/011296437/dv/kplr011296437-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,011/011296/011296437/dv/kplr011296437-003-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,011/011341/011341164/dv/kplr011341164-003-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,011/011462/011462969/dv/kplr011462969-001-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,011/011462/011462969/dv/kplr011462969-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,007/007830/007830321/dv/kplr007830321-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007841/007841986/dv/kplr007841986-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007877/007877820/dv/kplr007877820-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007914/007914906/dv/kplr007914906-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005792/005792202/dv/kplr005792202-005-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,008/008019/008019043/dv/kplr008019043-001-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,008/008023/008023317/dv/kplr008023317-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008121/008121067/dv/kplr008121067-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006197/006197038/dv/kplr006197038-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006221/006221385/dv/kplr006221385-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006221/006221385/dv/kplr006221385-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006221/006221385/dv/kplr006221385-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006362/006362386/dv/kplr006362386-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006449/006449358/dv/kplr006449358-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006593/006593968/dv/kplr006593968-004-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,006/006674/006674908/dv/kplr006674908-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011516/011516930/dv/kplr011516930-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011558/011558882/dv/kplr011558882-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011656/011656928/dv/kplr011656928-004-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,011/011566/011566064/dv/kplr011566064-003-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,002/002853/002853780/dv/kplr002853780-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,011/011656/011656928/dv/kplr011656928-005-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,011/011656/011656928/dv/kplr011656928-006-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,011/011673/011673686/dv/kplr011673686-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008153/008153568/dv/kplr008153568-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008167/008167938/dv/kplr008167938-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008167/008167978/dv/kplr008167978-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008168/008168581/dv/kplr008168581-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008230/008230809/dv/kplr008230809-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008364/008364115/dv/kplr008364115-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008458/008458207/dv/kplr008458207-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007825/007825899/dv/kplr007825899-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006946/006946681/dv/kplr006946681-003-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,004/004150/004150624/dv/kplr004150624-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006946/006946708/dv/kplr006946708-001-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,006/006967/006967278/dv/kplr006967278-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007108/007108433/dv/kplr007108433-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007119/007119080/dv/kplr007119080-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007129/007129465/dv/kplr007129465-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007174/007174617/dv/kplr007174617-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011724/011724210/dv/kplr011724210-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011775/011775507/dv/kplr011775507-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,011/011775/011775507/dv/kplr011775507-003-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,011/011856/011856178/dv/kplr011856178-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011867/011867071/dv/kplr011867071-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011975/011975363/dv/kplr011975363-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,012/012207/012207117/dv/kplr012207117-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006768/006768394/dv/kplr006768394-004-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,008/008580/008580438/dv/kplr008580438-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008581/008581232/dv/kplr008581232-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008655/008655458/dv/kplr008655458-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008695/008695779/dv/kplr008695779-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008953/008953059/dv/kplr008953059-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009048/009048145/dv/kplr009048145-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009214/009214712/dv/kplr009214712-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009214/009214715/dv/kplr009214715-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007190/007190639/dv/kplr007190639-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,007/007198/007198881/dv/kplr007198881-001-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,007/007198/007198881/dv/kplr007198881-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,007/007422/007422883/dv/kplr007422883-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010545/010545066/dv/kplr010545066-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,007/007663/007663405/dv/kplr007663405-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007464/007464205/dv/kplr007464205-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,007/007622/007622059/dv/kplr007622059-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012367/012367464/dv/kplr012367464-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012470/012470041/dv/kplr012470041-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011358/011358389/dv/kplr011358389-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005706/005706595/dv/kplr005706595-003-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,012/012885/012885212/dv/kplr012885212-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003548/003548044/dv/kplr003548044-003-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,002/002581/002581191/dv/kplr002581191-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,008/008168/008168187/dv/kplr008168187-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009221/009221398/dv/kplr009221398-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009411/009411317/dv/kplr009411317-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009605/009605514/dv/kplr009605514-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009418/009418619/dv/kplr009418619-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009532/009532123/dv/kplr009532123-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009549/009549471/dv/kplr009549471-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009649/009649222/dv/kplr009649222-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009664/009664215/dv/kplr009664215-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007750/007750740/dv/kplr007750740-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007779/007779942/dv/kplr007779942-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007835/007835312/dv/kplr007835312-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007835/007835312/dv/kplr007835312-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,007/007838/007838906/dv/kplr007838906-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007908/007908367/dv/kplr007908367-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007908/007908367/dv/kplr007908367-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007940/007940533/dv/kplr007940533-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004142/004142847/dv/kplr004142847-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009221/009221517/dv/kplr009221517-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,011/011623/011623629/dv/kplr011623629-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,010/010730/010730703/dv/kplr010730703-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004665/004665571/dv/kplr004665571-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006364/006364215/dv/kplr006364215-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007047/007047363/dv/kplr007047363-002-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,007/007289/007289317/dv/kplr007289317-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009714/009714358/dv/kplr009714358-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009851/009851123/dv/kplr009851123-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009966/009966115/dv/kplr009966115-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010026/010026458/dv/kplr010026458-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010139/010139305/dv/kplr010139305-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007375/007375348/dv/kplr007375348-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,001/001432/001432789/dv/kplr001432789-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010288/010288922/dv/kplr010288922-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,012/012266/012266636/dv/kplr012266636-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007974/007974634/dv/kplr007974634-002-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,007/007974/007974634/dv/kplr007974634-003-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,007/007974/007974634/dv/kplr007974634-004-20130826182306_dvs.pdf,2014-12-04
